"","codmun7","municipio","espvida","gini","rdpc","pop","idhm","idhm_e","idhm_l","idhm_r","G01_QTD_EMP","G01_QTD_VINC","G02_QTD_EMP","G02_QTD_VINC","G03_QTD_EMP","G03_QTD_VINC","G04_QTD_EMP","G04_QTD_VINC","G05_QTD_EMP","G05_QTD_VINC","G06_QTD_EMP","G06_QTD_VINC","G07_QTD_EMP","G07_QTD_VINC","G08_QTD_EMP","G08_QTD_VINC","G09_QTD_EMP","G09_QTD_VINC","G10_QTD_EMP","G10_QTD_VINC","G11_QTD_EMP","G11_QTD_VINC","G12_QTD_EMP","G12_QTD_VINC","G13_QTD_EMP","G13_QTD_VINC","G14_QTD_EMP","G14_QTD_VINC","Geral_QTD_EMP","Geral_QTD_VINC"
"368",3532801,"NOVA ALIANÇA",74.56,0.38,662.48,5866,0.738,0.684,0.826,0.71,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,2,6,388,1396
"369",3532827,"NOVA CAMPINA",72.94,0.47,330.03,8481,0.651,0.577,0.799,0.598,0,0,1,1,0,0,0,0,2,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,69,287,2142
"370",3532843,"NOVA CANAÃ PAULISTA",73.33,0.34,526.58,2102,0.715,0.675,0.806,0.673,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87,217
"371",3532868,"NOVA CASTILHO",74.38,0.36,600.13,1125,0.756,0.755,0.823,0.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,62
"372",3532900,"NOVA EUROPA",77.11,0.39,697.32,9295,0.765,0.718,0.869,0.718,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,3454
"373",3533007,"NOVA GRANADA",74.05,0.44,737.29,19100,0.739,0.68,0.818,0.727,4,6,3,2,0,0,0,0,6,3,0,0,0,0,0,0,0,0,1,7,0,0,1,6,0,0,4,13,1204,2892
"374",3533106,"NOVA GUATAPORANGA",75.52,0.41,652.36,2173,0.726,0.644,0.842,0.707,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,237
"375",3533205,"NOVA INDEPENDÊNCIA",74.63,0.36,533.68,2992,0.735,0.711,0.827,0.675,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,1668
"376",3533254,"NOVAIS",74.32,0.45,671.15,4592,0.719,0.634,0.822,0.712,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,191,514
"377",3533304,"NOVA LUZITÂNIA",73.49,0.35,643.07,3431,0.743,0.719,0.808,0.705,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,304,279
"378",3533403,"NOVA ODESSA",76.68,0.41,878.14,50978,0.791,0.762,0.861,0.755,24,374,31,56,0,0,0,0,59,325,2,26,4,16,0,0,0,0,3,31,0,0,0,0,6,0,46,1098,2548,19490
"379",3533502,"NOVO HORIZONTE",76.92,0.45,806.75,36479,0.753,0.665,0.865,0.741,8,19,18,67,7,9,2,1,33,38,1,2,0,0,1,0,3,0,2,4,2,0,0,0,3,0,36,73,2917,9578
"380",3533601,"NUPORANGA",76.94,0.45,751.92,6783,0.746,0.656,0.866,0.73,1,0,1,1,0,0,2,9,10,10,0,0,0,0,0,0,1,41,0,0,0,0,0,0,3,0,3,0,708,3093
"381",3533700,"OCAUÇU",74.81,0.39,547.66,4155,0.717,0.653,0.83,0.679,0,0,2,0,0,0,29,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,307,858
"382",3533809,"ÓLEO",76.46,0.43,676.94,2673,0.73,0.637,0.858,0.713,1,0,1,0,1,0,34,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,334
"383",3533908,"OLÍMPIA",77.02,0.43,783.14,49865,0.773,0.724,0.867,0.737,28,123,25,123,0,0,1,0,48,105,7,35,0,0,0,0,0,0,1,1,0,0,1,0,3,0,18,39,3629,16313
"384",3534005,"ONDA VERDE",76.78,0.34,597.67,3853,0.738,0.671,0.863,0.693,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,232,2440
"385",3534104,"ORIENTE",75.22,0.44,694.16,6085,0.77,0.761,0.837,0.717,1,1,5,5,0,0,4,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,295,885
"386",3534203,"ORINDIÚVA",74.42,0.38,699.63,5643,0.767,0.762,0.824,0.719,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,3001
"387",3534302,"ORLÂNDIA",77.89,0.5,934.54,39610,0.78,0.703,0.882,0.765,8,28,18,93,0,0,1,0,33,29,1,0,1,4,0,0,1,1,4,6,0,0,1,23,4,0,10,24,2556,11820
"388",3534401,"OSASCO",75.42,0.53,1003.4,665237,0.776,0.718,0.84,0.776,103,748,126,179,0,0,0,0,330,1870,13,71,11,85,0,0,0,0,16,73,0,0,4,565,14,2,104,340,28218,162631
"389",3534500,"OSCAR BRESSANE",74.36,0.45,675.35,2537,0.749,0.715,0.823,0.713,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,2,23,0,0,0,0,0,0,0,0,1,32,182,459
"390",3534609,"OSVALDO CRUZ",75.22,0.46,797.55,29646,0.762,0.713,0.837,0.74,13,858,6,40,0,0,23,37,33,58,2,14,0,0,0,0,1,0,9,51,0,0,0,0,1,0,15,814,1911,7794
"391",3534708,"OURINHOS",76.53,0.5,868.91,102702,0.778,0.727,0.859,0.753,18,60,30,412,0,0,3,3,71,285,8,103,0,0,1,6,2,0,12,1153,20,337,0,0,7,1,24,186,4806,27939
"392",3534757,"OUROESTE",76.93,0.43,694.33,8332,0.77,0.736,0.866,0.717,1,0,5,7,1,0,0,0,6,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,5,494,2630
"393",3534807,"OURO VERDE",73.81,0.39,504.63,7796,0.692,0.612,0.814,0.666,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,14,0,0,0,0,1,2,246,712
"394",3534906,"PACAEMBU",75.6,0.45,694.16,10857,0.725,0.631,0.843,0.717,1,0,3,21,0,0,17,8,9,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,804,2119
"395",3535002,"PALESTINA",75.88,0.4,692.43,11023,0.732,0.645,0.848,0.717,1,1,4,0,0,0,0,0,5,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1782,3543
"396",3535101,"PALMARES PAULISTA",75.21,0.34,615.01,10922,0.722,0.645,0.837,0.698,0,0,3,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,345,808
"397",3535200,"PALMEIRA D'OESTE",74.76,0.42,707.38,9556,0.753,0.714,0.829,0.72,1,0,1,2,1,4,0,0,5,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,448,1067
"398",3535309,"PALMITAL",73.83,0.44,739.37,21159,0.746,0.702,0.814,0.727,7,27,4,8,0,0,0,0,21,18,2,23,0,0,0,0,1,4,2,0,3,33,0,0,1,0,7,14,1186,4199
"399",3535408,"PANORAMA",73.81,0.51,722.51,14525,0.722,0.639,0.814,0.724,1,4,2,2,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,82,763,1,0,1,0,1,0,729,2684
"400",3535507,"PARAGUAÇU PAULISTA",75.18,0.45,694.42,40879,0.762,0.739,0.836,0.717,8,14,9,9,0,0,5,0,22,97,0,0,0,0,0,0,0,0,3,1,2,15,0,0,1,0,6,10,2696,12801
"401",3535606,"PARAIBUNA",73.91,0.51,657.59,17263,0.719,0.642,0.815,0.709,1,13,3,13,0,0,1,1,7,63,0,0,0,0,0,0,6,22,1,6,4,0,0,0,0,0,0,0,661,2697
"402",3535705,"PARAÍSO",75.19,0.45,855.28,5891,0.749,0.668,0.837,0.751,1,12,3,2,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,800,1883
"403",3535804,"PARANAPANEMA",75.31,0.47,613.31,17712,0.717,0.631,0.839,0.697,3,38,5,7,14,19,0,0,7,3,2,5,0,0,0,0,1,0,2,2,0,0,0,0,0,0,4,81,1256,4815
"404",3535903,"PARANAPUÃ",75.52,0.45,670.18,3813,0.732,0.655,0.842,0.712,0,0,2,0,7,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,770
"405",3536000,"PARAPUÃ",74.78,0.42,597.44,10806,0.737,0.696,0.83,0.693,1,0,4,14,0,0,16,24,4,3,1,16,1,12,0,0,0,0,0,0,1,0,0,0,1,0,10,3,689,2859
"406",3536109,"PARDINHO",74.23,0.46,696.71,5544,0.727,0.652,0.821,0.718,0,0,1,18,0,0,17,41,2,0,0,0,0,0,0,0,2,112,0,0,0,0,0,0,0,0,0,0,355,2268
"407",3536208,"PARIQUERA-AÇU",76.7,0.47,557.69,18365,0.736,0.678,0.862,0.682,1,0,3,3,32,243,0,0,6,10,3,27,0,0,0,0,0,0,1,0,0,0,1,0,1,0,4,7,735,4316
"408",3536257,"PARISI",75.5,0.4,705.62,2032,0.721,0.619,0.842,0.72,1,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,104,339
"409",3536307,"PATROCÍNIO PAULISTA",74.55,0.42,607.51,12963,0.73,0.678,0.826,0.696,3,4,3,10,1,2,80,223,3,5,0,0,0,0,0,0,2,12,0,0,0,0,0,0,3,0,2,1,771,4268
"410",3536406,"PAULICÉIA",73.64,0.44,592.42,6249,0.711,0.64,0.811,0.692,0,0,2,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,20,138,0,0,0,0,0,0,358,2022
"411",3536505,"PAULÍNIA",76.83,0.48,1160.79,82005,0.795,0.727,0.864,0.8,21,153,48,219,4,2,0,0,56,722,4,29,0,0,0,0,0,0,5,4,0,0,4,46,31,35,20,321,5362,46650
"412",3536570,"PAULISTÂNIA",74.04,0.43,560.94,1772,0.718,0.663,0.817,0.683,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,143,314
"413",3536604,"PAULO DE FARIA",73,0.51,708.63,8532,0.725,0.662,0.8,0.721,1,4,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,836,1003
"414",3536703,"PEDERNEIRAS",73.74,0.49,788.42,41334,0.739,0.673,0.812,0.738,10,151,15,1556,0,0,0,0,28,173,2,427,4,5,0,0,0,0,3,2,6,43,1,0,0,0,9,7,2126,12153
"415",3536802,"PEDRA BELA",72.77,0.41,521.38,5750,0.677,0.581,0.796,0.671,1,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,3,32,275,905
"416",3536901,"PEDRANÓPOLIS",76.26,0.38,615.77,2558,0.742,0.684,0.854,0.698,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,569,448
"417",3537008,"PEDREGULHO",74.2,0.49,690.08,15633,0.715,0.623,0.82,0.716,3,4,5,2,2,9,525,769,28,271,0,0,1,0,0,0,1,5,0,0,0,0,0,0,1,0,3,0,1574,3082
"418",3537107,"PEDREIRA",76.82,0.42,853.76,41401,0.769,0.701,0.864,0.75,16,31,7,5,0,0,4,2,86,350,4,338,4,25,0,0,0,0,0,0,3,4,0,0,1,0,22,543,2242,13352
"419",3537156,"PEDRINHAS PAULISTA",75.19,0.56,847.63,2939,0.774,0.739,0.837,0.749,0,0,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,160,608
"420",3537206,"PEDRO DE TOLEDO",73.71,0.47,467.93,10160,0.696,0.634,0.812,0.654,1,0,1,0,20,65,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,196,929
"421",3537305,"PENÁPOLIS",76.55,0.47,840.16,58257,0.759,0.68,0.859,0.748,18,70,26,161,3,8,20,7,85,790,4,23,0,0,1,1,6,17,2,3,23,44,1,2,5,1,37,395,4752,14448
"422",3537404,"PEREIRA BARRETO",75.71,0.48,743.94,24618,0.766,0.732,0.845,0.728,7,11,6,26,3,5,0,0,25,19,0,0,0,0,0,0,1,0,0,0,1,51,0,0,1,0,6,7,1484,5365
"423",3537503,"PEREIRAS",77.35,0.44,692.35,7450,0.736,0.637,0.873,0.717,1,2,4,3,0,0,0,0,5,4,1,0,0,0,0,0,3,6,0,0,3,50,0,0,1,0,8,36,621,2506
"424",3537602,"PERUÍBE",76.24,0.53,753.85,59434,0.749,0.675,0.854,0.73,11,1,4,1,7,21,0,0,29,99,1,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,27,2592,9792
"425",3537701,"PIACATU",75.57,0.4,553.99,5098,0.732,0.684,0.843,0.681,0,0,0,0,0,0,2,0,8,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,272,994
"426",3537800,"PIEDADE",75.87,0.47,601.32,51436,0.716,0.624,0.848,0.694,9,58,25,27,0,0,0,0,38,108,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,0,3,8,2680,7903
"427",3537909,"PILAR DO SUL",74.18,0.43,531.06,26226,0.69,0.594,0.82,0.674,3,0,8,15,0,0,0,0,10,27,2,1,0,0,0,0,0,0,0,0,4,0,0,0,2,0,6,102,1454,5707
"428",3538006,"PINDAMONHANGABA",75.58,0.52,826.02,146392,0.773,0.736,0.843,0.745,15,11,34,211,1,2,1,2,98,310,7,46,2,11,0,0,1,9,5,8,0,0,4,58,4,1,23,17,5711,32635
"429",3538105,"PINDORAMA",75.51,0.39,732.68,14894,0.737,0.654,0.842,0.726,3,1,16,492,0,0,0,0,14,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,1073,2485
"430",3538204,"PINHALZINHO",73.49,0.42,652.43,13016,0.725,0.666,0.808,0.707,0,0,2,4,0,0,2,1,7,10,1,11,1,29,0,0,0,0,1,0,3,19,0,0,3,12,18,175,686,2141
"431",3538303,"PIQUEROBI",75.18,0.42,514.47,3522,0.711,0.644,0.836,0.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,0,0,4,36,160,551
"432",3538501,"PIQUETE",74.38,0.49,665.74,14022,0.757,0.74,0.823,0.711,1,0,2,47,3,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,416,1405
"433",3538600,"PIRACAIA",76.03,0.57,893.05,25013,0.739,0.625,0.851,0.758,3,0,19,16,0,0,0,0,39,37,1,9,0,0,0,0,1,0,1,30,14,39,0,0,0,0,31,650,1448,4807
"434",3538709,"PIRACICABA",75.88,0.52,1143.2,363011,0.785,0.717,0.848,0.797,88,1012,213,1625,1,0,2,0,392,1371,16,215,5,43,5,30,2,0,28,118,26,1020,3,45,24,4,75,1181,21008,123221
"435",3538808,"PIRAJU",75.59,0.48,801.23,28356,0.758,0.699,0.843,0.74,10,10,16,36,0,0,113,122,21,34,0,0,0,0,0,0,0,0,1,2,1,1,0,0,3,1,20,326,1921,6024
"436",3538907,"PIRAJUÍ",76.18,0.47,770.38,19560,0.749,0.672,0.853,0.734,5,35,2,0,0,0,9,6,14,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,8,42,1160,3701
"437",3539004,"PIRANGI",75.19,0.38,774.99,10575,0.756,0.701,0.837,0.735,2,8,3,2,0,0,2,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,29,1075,2497
"438",3539103,"PIRAPORA DO BOM JESUS",73.59,0.47,546.69,15703,0.727,0.698,0.81,0.679,0,0,3,25,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,629,2314
"439",3539202,"PIRAPOZINHO",76.79,0.52,798,24590,0.776,0.733,0.863,0.74,5,4,1,9,0,0,0,0,20,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,27,1155,5483
"440",3539301,"PIRASSUNUNGA",78.03,0.51,1086.22,69832,0.801,0.736,0.884,0.789,8,30,20,7,4,1,1,0,38,41,1,1,0,0,12,173,0,0,11,893,0,0,1,17,3,1,14,96,4266,22195
"441",3539400,"PIRATININGA",76.53,0.48,917.62,11803,0.779,0.723,0.859,0.762,4,10,3,8,0,0,2,1,12,7,3,22,0,0,0,0,0,0,2,7,0,0,0,0,0,0,2,23,840,1923
"442",3539509,"PITANGUEIRAS",74.77,0.41,620.66,35242,0.723,0.651,0.83,0.699,2,18,10,47,0,0,0,0,8,11,1,4,0,0,0,0,0,0,0,0,2,6,0,0,1,0,5,29,1427,7831
"443",3539608,"PLANALTO",76.19,0.37,560.64,4463,0.719,0.639,0.853,0.683,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,23,0,0,0,0,1,0,467,2056
"444",3539707,"PLATINA",74.41,0.49,591.1,3192,0.719,0.652,0.824,0.691,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,521
"445",3539806,"POÁ",76.33,0.43,664.31,105717,0.771,0.754,0.856,0.71,12,157,33,18,0,0,0,0,60,100,3,1,2,4,0,0,0,0,8,127,0,0,1,28,8,6,48,283,4743,26410
"446",3539905,"POLONI",76.18,0.39,778.41,5385,0.766,0.717,0.853,0.736,0,0,1,1,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,292,956
"447",3540002,"POMPÉIA",76.81,0.47,850.38,19896,0.786,0.748,0.864,0.75,3,8,30,2190,0,0,7,9,15,31,3,504,5,23,0,0,3,0,1,47,0,0,3,39,0,0,4,9,1681,7579
"448",3540101,"PONGAÍ",75.65,0.45,736.33,3447,0.755,0.701,0.844,0.727,2,0,0,0,0,0,5,0,6,3,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,4,351,447
"449",3540200,"PONTAL",75.27,0.44,699.28,40083,0.725,0.633,0.838,0.718,3,1,31,383,0,0,0,0,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,1280,9652
"450",3540259,"PONTALINDA",75.84,0.38,541.56,4050,0.702,0.604,0.847,0.677,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,196,371
"451",3540309,"PONTES GESTAL",73.3,0.38,642.68,2515,0.732,0.69,0.805,0.705,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,95,592
"452",3540408,"POPULINA",73.25,0.41,621.48,4208,0.714,0.647,0.804,0.699,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,522
"453",3540507,"PORANGABA",76.81,0.48,606.65,8306,0.703,0.578,0.864,0.696,3,163,1,0,0,0,0,0,1,1,0,0,0,0,1,9,0,0,0,0,2,0,0,0,0,0,2,70,432,1391
"454",3540606,"PORTO FELIZ",75.14,0.45,785.76,48375,0.758,0.706,0.836,0.737,6,55,11,38,0,0,1,0,24,191,4,148,0,0,0,0,1,14,2,58,5,13,1,4,5,0,41,1292,2429,15993
"455",3540705,"PORTO FERREIRA",74.63,0.45,779,51290,0.751,0.696,0.827,0.736,28,353,6,6,0,0,0,0,48,115,0,0,1,0,0,0,0,0,2,1,20,557,0,0,2,1,18,51,3277,15504
"456",3540754,"POTIM",73.38,0.37,460.22,16751,0.697,0.646,0.806,0.651,2,1,0,0,0,0,0,0,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,397,1339
"457",3540804,"POTIRENDABA",76.41,0.4,785.96,15418,0.747,0.661,0.857,0.737,7,5,8,17,3,0,36,3,8,14,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,19,53,2175,4462
"458",3540853,"PRACINHA",73.82,0.38,480.62,1521,0.696,0.629,0.814,0.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,102,274
"459",3540903,"PRADÓPOLIS",74.34,0.45,788.76,17316,0.733,0.65,0.822,0.738,4,11,20,64,0,0,0,0,13,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,894,7169
"460",3541000,"PRAIA GRANDE",75.04,0.49,820.97,261424,0.754,0.692,0.834,0.744,28,76,14,35,0,0,0,0,84,329,3,15,0,0,0,0,0,0,6,10,0,0,2,0,0,0,28,98,11210,52874
"461",3541059,"PRATÂNIA",72.86,0.4,553.4,4599,0.701,0.633,0.798,0.681,0,0,3,1,0,0,36,20,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,1270
"462",3541109,"PRESIDENTE ALVES",73.65,0.47,665.72,4106,0.735,0.689,0.811,0.711,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,563
"463",3541208,"PRESIDENTE BERNARDES",75.34,0.46,695.29,13492,0.757,0.719,0.839,0.718,0,0,1,1,0,0,1,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1118,2515
"464",3541307,"PRESIDENTE EPITÁCIO",75.72,0.47,680.56,40865,0.75,0.7,0.845,0.714,8,7,9,9,0,0,0,0,23,78,2,148,0,0,0,0,0,0,1,0,9,115,1,0,0,0,7,19,2671,5639
"465",3541406,"PRESIDENTE PRUDENTE",76.49,0.54,1080.22,205558,0.806,0.774,0.858,0.788,63,210,51,180,0,0,1,0,226,655,5,32,0,0,3,86,5,142,16,65,1,0,3,6,10,0,99,228,14065,66120
"466",3541505,"PRESIDENTE VENCESLAU",75.19,0.49,846.18,36387,0.763,0.708,0.837,0.749,9,30,3,2,0,0,0,0,23,45,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,25,108,1881,5967
"467",3541604,"PROMISSÃO",75.99,0.43,726,35331,0.743,0.666,0.85,0.724,2,0,4,35,3,0,6,0,17,71,2,9,0,0,0,0,3,0,0,0,2,0,1,0,3,0,3,2,2012,8986
"468",3541653,"QUADRA",74.3,0.49,625.35,3229,0.678,0.541,0.822,0.7,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,4,219,609
"469",3541703,"QUATÁ",73.84,0.41,648.64,12700,0.738,0.7,0.814,0.706,1,7,10,81,0,0,1,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,584,3842
"470",3541802,"QUEIROZ",73.65,0.42,491.84,2804,0.715,0.681,0.811,0.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,3021
"471",3541901,"QUELUZ",74.38,0.46,500.25,10636,0.722,0.687,0.823,0.665,0,0,0,0,0,0,0,0,0,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,1677
"472",3542008,"QUINTANA",73.65,0.43,581.09,6004,0.732,0.703,0.811,0.689,2,1,6,47,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,1287
"473",3542107,"RAFARD",74.37,0.4,717.07,8603,0.745,0.696,0.823,0.722,1,2,3,0,0,0,0,0,3,0,6,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,126,419,2595
"474",3542206,"RANCHARIA",76.64,0.47,707.37,28705,0.751,0.683,0.861,0.72,5,8,6,3,0,0,0,0,27,18,0,0,0,0,0,0,2,203,1,0,0,0,0,0,4,0,5,3,1854,6989
"475",3542305,"REDENÇÃO DA SERRA",72.95,0.45,411.77,3858,0.657,0.56,0.799,0.633,0,0,1,1,0,0,0,0,3,6,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,2,0,237,934
"476",3542404,"REGENTE FEIJÓ",74.1,0.46,774.14,18456,0.768,0.752,0.818,0.735,1,0,2,2,0,0,1,1,8,11,1,25,0,0,0,0,0,0,0,0,1,11,0,0,0,0,4,17,948,4959
"477",3542503,"REGINÓPOLIS",74.04,0.41,685.32,5267,0.728,0.66,0.817,0.715,1,1,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,263,1073
"478",3542602,"REGISTRO",76.08,0.52,699.41,54129,0.754,0.702,0.851,0.718,3,3,8,20,109,550,0,0,22,67,5,23,0,0,0,0,2,40,5,5,2,10,0,0,5,0,8,92,2405,13550
"479",3542701,"RESTINGA",74.55,0.38,499.24,6568,0.705,0.639,0.826,0.664,0,0,0,0,0,0,66,194,9,27,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,4,6,432,1656
"480",3542800,"RIBEIRA",72.83,0.47,416.85,3325,0.698,0.673,0.797,0.635,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,530
"481",3542909,"RIBEIRÃO BONITO",73.66,0.46,673.96,12087,0.712,0.625,0.811,0.712,0,0,4,1,1,0,3,27,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,42,563,1753
"482",3543006,"RIBEIRÃO BRANCO",72.83,0.46,318.44,18229,0.639,0.553,0.797,0.592,1,1,4,0,0,0,0,0,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1508,3553
"483",3543105,"RIBEIRÃO CORRENTE",73.86,0.42,579.04,4269,0.711,0.642,0.814,0.688,0,0,3,0,0,0,245,269,1,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,2,0,0,0,409,722
"484",3543204,"RIBEIRÃO DO SUL",74.05,0.59,866.43,4446,0.747,0.676,0.818,0.753,1,2,1,1,0,0,2,2,3,4,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,36,248,607
"485",3543238,"RIBEIRÃO DOS ÍNDIOS",73.52,0.38,489.94,2187,0.721,0.701,0.809,0.661,0,0,0,0,0,0,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,85,321
"486",3543253,"RIBEIRÃO GRANDE",73.43,0.41,436.21,7406,0.705,0.676,0.807,0.643,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,486,597
"487",3543303,"RIBEIRÃO PIRES",75.81,0.44,847.11,112775,0.784,0.76,0.847,0.749,20,259,51,112,0,0,0,0,40,263,2,2,3,5,0,0,0,0,2,10,0,0,0,0,8,0,27,107,3717,21585
"488",3543402,"RIBEIRÃO PRETO",75.65,0.54,1314.04,599026,0.8,0.739,0.844,0.82,166,737,254,1868,0,0,4,3,860,2368,31,1382,8,45,3,21,2,0,83,559,2,1,7,41,84,17,190,759,48744,235784
"489",3543501,"RIVERSUL",72.94,0.5,412.42,6133,0.664,0.577,0.799,0.634,1,0,0,0,0,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,194,585
"490",3543600,"RIFAINA",74.42,0.45,677.62,3414,0.74,0.69,0.824,0.713,0,0,1,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,309,910
